customer_id,campaign_id,channel_type,touchpoint_id,interaction_timestamp,consumer_stage,session_duration_sec,clicks,impressions,engagement_score,sentiment_score,content_embedding_1,content_embedding_2,device_type,prior_purchase_count,customer_lifetime_value,marketing_cost,conversion_flag,conversion_value,attribution_weight,cross_channel_influence,perceived_value_score,roi,effectiveness_score
C169,CMP08,Email,TP2228,2024-04-03 06:40:00,Retention,835,3,126,0.91,0.93,0.151,0.35,Desktop,3,3867.48,5.79,0,0.0,0.52,0.23,0.3,-1.0,0.16
C269,CMP11,Social,TP2229,2024-03-05 14:49:00,Consideration,201,2,84,0.32,-0.97,0.94,0.03,Mobile,2,4230.66,0.84,0,0.0,0.13,0.28,0.21,-1.0,0.6
C363,CMP09,In-Store,TP2230,2024-03-04 18:51:00,Consideration,864,8,54,0.43,0.5,0.0,0.025,Desktop,9,962.52,2.72,0,0.0,0.78,0.33,0.33,-1.0,0.92
C045,CMP15,Mobile,TP2231,2024-04-08 07:48:00,Awareness,347,6,110,0.83,0.01,0.756,0.14,Mobile,3,1588.88,7.2,0,0.0,0.35,0.28,0.43,-1.0,0.51
C345,CMP01,Mobile,TP2232,2024-04-14 23:52:00,Conversion,937,10,27,0.17,0.81,0.279,0.11,Desktop,8,1288.18,7.84,1,73.67,0.03,0.16,0.82,54.05,0.97
C181,CMP01,Mobile,TP2233,2024-03-28 22:42:00,Retention,827,5,84,0.85,0.15,0.846,0.748,Tablet,1,3737.9,5.91,1,120.83,0.68,0.35,0.24,61.97,0.19
C170,CMP19,Web,TP2234,2024-03-27 00:33:00,Awareness,1020,6,187,0.24,-0.11,0.06,0.295,Desktop,3,852.85,3.07,1,328.03,0.83,0.47,0.72,34.18,0.85
C356,CMP03,Mobile,TP2235,2024-05-20 04:37:00,Awareness,884,7,7,0.59,0.33,0.953,0.653,Desktop,6,992.92,4.35,0,0.0,0.92,0.55,0.93,-1.0,0.26
C191,CMP10,Mobile,TP2236,2024-03-26 23:38:00,Retention,710,4,168,0.69,0.67,0.101,0.042,Tablet,1,4406.93,1.41,1,353.29,0.67,0.16,0.38,47.28,0.25
C155,CMP08,Social,TP2237,2024-03-21 14:50:00,Conversion,945,2,104,0.91,-0.44,0.788,0.296,Mobile,7,3558.82,9.56,0,0.0,0.19,0.78,0.03,-1.0,0.12
C422,CMP15,Email,TP2238,2024-04-17 12:36:00,Retention,1171,2,72,0.61,-0.78,0.517,0.234,Mobile,9,4389.36,8.75,1,172.45,0.59,0.31,0.83,50.68,0.86
C188,CMP10,Mobile,TP2239,2024-03-03 02:18:00,Awareness,1059,1,2,0.45,-0.13,0.43,0.277,Mobile,3,782.84,1.12,1,347.87,0.91,0.92,0.71,67.03,0.73
C007,CMP01,In-Store,TP2240,2024-03-14 15:21:00,Awareness,872,7,142,0.57,-0.57,0.28,0.191,Mobile,8,2055.0,2.08,0,0.0,0.35,0.33,0.15,-1.0,0.34
C133,CMP18,Mobile,TP2241,2024-05-20 03:44:00,Consideration,512,0,138,0.2,-0.14,0.841,0.618,Tablet,0,1487.44,6.02,1,268.55,0.95,0.86,0.6,89.21,0.35
C235,CMP02,Web,TP2242,2024-06-12 18:36:00,Retention,161,7,50,0.69,0.98,0.2,0.663,Mobile,6,147.44,2.71,1,248.92,0.1,0.35,0.82,18.38,0.84
C045,CMP19,Web,TP2243,2024-05-05 14:01:00,Retention,1146,2,146,0.19,0.15,0.721,0.148,Mobile,0,1494.16,9.38,1,172.93,0.73,0.51,0.18,56.41,0.93
C314,CMP13,Web,TP2244,2024-05-14 12:22:00,Retention,890,8,18,0.56,0.39,0.446,0.741,Mobile,10,1959.96,7.68,1,389.72,0.12,0.37,0.22,35.04,0.6
C249,CMP01,Mobile,TP2245,2024-05-13 02:04:00,Awareness,323,10,16,0.65,0.36,0.998,0.25,Mobile,9,551.88,3.1,1,101.22,0.8,0.39,0.2,94.27,0.41
C499,CMP02,Social,TP2246,2024-03-03 05:12:00,Conversion,670,1,52,0.9,0.64,0.611,0.283,Mobile,10,2875.79,0.56,0,0.0,0.1,0.62,1.0,-1.0,0.05
C031,CMP16,In-Store,TP2247,2024-04-11 18:39:00,Awareness,1029,9,197,0.45,0.89,0.104,0.829,Desktop,8,1977.55,8.09,0,0.0,0.33,0.69,0.23,-1.0,0.13
C023,CMP15,Mobile,TP2248,2024-04-19 02:23:00,Consideration,421,8,180,0.78,0.32,0.42,0.901,Desktop,9,327.66,4.53,1,243.46,0.78,0.87,0.27,43.22,0.14
C426,CMP13,Social,TP2249,2024-05-27 16:39:00,Awareness,278,5,159,0.17,-0.05,0.066,0.825,Mobile,9,3549.5,6.6,0,0.0,0.46,0.57,0.05,-1.0,0.28
C394,CMP16,Social,TP2250,2024-05-13 01:43:00,Awareness,732,0,84,0.16,-0.36,0.286,0.148,Tablet,0,3673.47,3.23,0,0.0,0.88,0.22,0.98,-1.0,0.26
C160,CMP17,Mobile,TP2251,2024-03-23 05:01:00,Awareness,1196,4,151,0.52,-0.28,0.343,0.999,Tablet,2,4188.91,1.86,1,177.46,0.4,0.99,0.25,95.52,0.54
C363,CMP07,Mobile,TP2252,2024-03-21 22:55:00,Consideration,316,9,96,0.6,-0.33,0.853,0.672,Desktop,6,2479.15,6.92,0,0.0,0.99,0.68,0.73,-1.0,0.94
C437,CMP17,Social,TP2253,2024-04-04 16:28:00,Retention,306,8,42,0.63,-0.35,0.838,0.511,Tablet,0,4846.43,4.78,0,0.0,0.02,0.37,0.03,-1.0,0.86
C158,CMP07,Social,TP2254,2024-03-07 20:36:00,Conversion,416,5,190,0.75,0.39,0.012,0.955,Desktop,4,4578.91,2.73,0,0.0,0.7,0.97,0.78,-1.0,0.51
C039,CMP13,Social,TP2255,2024-03-23 00:07:00,Conversion,479,6,113,0.29,0.18,0.532,0.817,Mobile,5,2801.62,1.81,1,355.32,0.92,0.96,0.75,39.46,0.02
C415,CMP05,Mobile,TP2256,2024-05-15 13:47:00,Consideration,320,3,178,0.62,-0.6,0.224,0.692,Mobile,2,2280.26,6.01,1,268.98,0.54,0.08,0.08,10.22,0.07
C082,CMP17,Social,TP2257,2024-03-10 14:52:00,Retention,472,0,124,0.19,0.94,0.32,0.838,Tablet,5,114.87,7.39,1,350.21,0.99,0.02,0.12,79.67,0.86
C356,CMP03,Web,TP2258,2024-03-24 14:41:00,Retention,685,4,15,0.22,-0.14,0.022,0.385,Tablet,3,3583.87,3.2,1,70.44,0.71,0.04,0.3,75.95,0.28
C258,CMP07,Mobile,TP2259,2024-04-22 06:57:00,Consideration,1098,1,90,0.07,0.13,0.75,0.684,Tablet,5,2868.28,7.48,1,227.87,0.43,0.69,0.35,75.78,0.32
C206,CMP17,Web,TP2260,2024-05-06 01:05:00,Awareness,856,7,172,0.75,0.41,0.951,0.191,Mobile,5,4693.97,2.24,1,319.7,0.52,0.71,0.78,51.26,0.14
C077,CMP07,Email,TP2261,2024-03-21 08:09:00,Retention,505,3,42,0.51,0.23,0.219,0.988,Mobile,3,3011.74,3.71,1,53.46,0.88,0.72,0.06,69.77,0.22
C477,CMP01,Mobile,TP2262,2024-04-05 02:40:00,Conversion,282,0,45,0.24,-0.38,0.342,0.589,Tablet,0,4964.99,7.58,0,0.0,0.96,0.63,0.65,-1.0,0.25
C012,CMP17,Email,TP2263,2024-05-27 21:48:00,Consideration,318,9,94,0.56,0.6,0.206,0.814,Tablet,2,4283.71,6.77,1,185.64,0.56,0.29,0.23,42.24,0.41
C295,CMP17,Social,TP2264,2024-05-17 09:44:00,Conversion,1029,6,107,0.35,-0.78,0.93,0.407,Tablet,10,4772.63,3.07,0,0.0,0.31,0.17,0.38,-1.0,0.62
C450,CMP11,Social,TP2265,2024-04-13 00:59:00,Awareness,50,10,163,0.84,0.14,0.009,0.759,Tablet,9,1705.55,1.66,1,145.06,0.24,0.93,0.0,15.7,0.35
C224,CMP03,In-Store,TP2266,2024-05-25 18:18:00,Consideration,345,1,22,0.53,-0.45,0.584,0.387,Desktop,6,831.75,0.9,1,111.76,0.48,0.91,0.29,58.1,0.45
C013,CMP15,Social,TP2267,2024-05-09 12:18:00,Conversion,593,2,128,0.03,0.23,0.871,0.59,Tablet,1,4004.67,8.46,1,164.98,0.3,0.24,0.17,29.6,0.18
C046,CMP11,Email,TP2268,2024-05-16 21:20:00,Conversion,152,8,38,0.99,-0.56,0.186,0.778,Tablet,3,3952.37,1.21,1,197.66,0.42,0.17,0.5,48.67,0.06
C155,CMP16,Social,TP2269,2024-06-08 23:01:00,Awareness,903,8,97,0.07,0.54,0.59,0.116,Desktop,5,1136.1,1.59,0,0.0,0.83,0.38,0.16,-1.0,0.35
C113,CMP09,Mobile,TP2270,2024-04-16 11:29:00,Consideration,989,1,198,0.7,-0.54,0.051,0.357,Desktop,4,3847.25,2.76,1,53.48,0.47,0.05,0.84,29.07,0.06
C233,CMP01,Social,TP2271,2024-03-27 06:19:00,Retention,243,2,192,0.44,0.78,0.815,0.545,Desktop,5,2951.67,4.73,0,0.0,0.64,0.16,0.88,-1.0,0.3
C017,CMP16,In-Store,TP2272,2024-04-19 22:12:00,Retention,868,10,101,0.25,0.72,0.274,0.334,Desktop,4,636.67,8.0,0,0.0,0.09,0.38,0.85,-1.0,0.84
C360,CMP09,Social,TP2273,2024-05-20 03:56:00,Conversion,676,8,7,0.68,-0.28,0.989,0.309,Tablet,8,2558.74,2.85,0,0.0,0.76,0.24,0.98,-1.0,0.37
C223,CMP19,Email,TP2274,2024-03-14 19:59:00,Awareness,997,0,44,0.13,-0.23,0.922,0.282,Mobile,10,4662.58,5.66,1,386.16,0.48,0.74,0.91,34.17,0.19
C354,CMP12,Email,TP2275,2024-03-13 02:25:00,Conversion,759,1,76,0.86,0.4,0.733,0.228,Mobile,1,2581.64,1.36,1,129.06,0.36,0.9,0.28,84.55,0.9
C188,CMP19,Social,TP2276,2024-05-29 17:31:00,Awareness,629,10,7,0.25,-0.82,0.497,0.849,Mobile,3,3964.63,4.91,0,0.0,0.61,0.91,0.31,-1.0,0.64
C448,CMP09,Email,TP2277,2024-05-17 14:02:00,Retention,821,1,194,0.36,-0.84,0.767,0.924,Mobile,0,241.66,2.19,1,221.09,0.1,0.6,0.53,40.4,0.99
C344,CMP07,Email,TP2278,2024-03-01 23:48:00,Conversion,69,9,60,0.63,-0.73,0.131,0.7,Mobile,6,3667.6,2.51,1,366.65,0.41,0.7,0.38,62.01,0.3
C365,CMP14,In-Store,TP2279,2024-04-04 13:02:00,Conversion,781,2,1,0.0,0.12,0.31,0.03,Mobile,0,4739.5,3.98,1,275.12,0.81,0.49,0.97,60.95,0.2
C163,CMP19,Mobile,TP2280,2024-03-13 14:49:00,Awareness,972,9,62,0.47,-0.7,0.027,0.786,Desktop,5,2547.69,7.73,0,0.0,0.26,0.15,0.34,-1.0,0.3
C496,CMP19,In-Store,TP2281,2024-05-17 20:25:00,Consideration,677,2,87,0.89,-0.44,0.645,0.532,Desktop,9,1754.78,7.57,0,0.0,0.91,0.64,0.74,-1.0,0.81
C326,CMP02,Web,TP2282,2024-03-03 18:39:00,Awareness,211,9,89,0.68,0.29,0.806,0.758,Mobile,9,3268.59,4.44,0,0.0,0.6,0.35,0.58,-1.0,0.15
C467,CMP09,In-Store,TP2283,2024-05-07 03:50:00,Consideration,294,1,18,0.39,-0.97,0.946,0.437,Tablet,8,4589.68,1.63,0,0.0,0.54,0.01,0.96,-1.0,0.24
C414,CMP13,Social,TP2284,2024-06-15 00:39:00,Retention,800,7,108,0.66,-0.64,0.687,0.041,Tablet,1,966.17,3.17,0,0.0,0.4,0.57,0.74,-1.0,0.7
C455,CMP15,Mobile,TP2285,2024-06-19 00:06:00,Conversion,892,7,135,0.94,0.86,0.732,0.682,Mobile,0,2078.1,5.3,1,425.01,0.74,0.2,0.3,53.68,0.74
C074,CMP03,Social,TP2286,2024-06-25 19:51:00,Conversion,461,7,115,0.19,0.33,0.895,0.444,Tablet,10,865.82,8.76,0,0.0,0.56,0.89,0.2,-1.0,0.96
C233,CMP11,Web,TP2287,2024-06-28 10:26:00,Awareness,538,1,54,0.53,-0.39,0.936,0.874,Desktop,10,2533.61,9.7,0,0.0,0.8,0.93,0.85,-1.0,0.98
C224,CMP14,Mobile,TP2288,2024-03-14 21:15:00,Awareness,476,8,67,0.23,-0.91,0.491,0.738,Desktop,10,2748.07,6.56,0,0.0,0.33,0.16,0.91,-1.0,0.66
C482,CMP08,Email,TP2289,2024-04-15 11:48:00,Retention,557,10,93,0.85,0.17,0.11,0.36,Tablet,9,4726.6,3.83,0,0.0,0.7,0.03,0.83,-1.0,0.36
C319,CMP18,In-Store,TP2290,2024-06-18 09:23:00,Retention,904,6,138,0.72,-0.55,0.466,0.724,Mobile,2,2121.32,7.09,1,412.79,0.94,0.0,0.74,40.94,0.45
C412,CMP19,Social,TP2291,2024-04-30 13:17:00,Consideration,1186,4,189,0.8,0.92,0.556,0.495,Desktop,5,2878.09,3.69,1,82.43,0.28,0.91,0.32,71.43,0.44
C060,CMP16,Web,TP2292,2024-05-25 08:16:00,Retention,1192,6,59,0.94,0.37,0.632,0.199,Tablet,6,4437.79,6.44,0,0.0,0.98,0.15,0.51,-1.0,0.39
C335,CMP02,Email,TP2293,2024-06-10 07:57:00,Retention,698,7,187,0.23,0.95,0.989,0.42,Tablet,10,1674.88,2.82,1,437.79,0.41,0.44,0.92,14.36,0.34
C222,CMP08,In-Store,TP2294,2024-03-13 17:36:00,Retention,876,8,69,0.05,0.7,0.918,0.223,Desktop,7,3403.4,3.04,0,0.0,0.04,0.06,0.13,-1.0,0.17
C037,CMP06,Email,TP2295,2024-03-06 20:50:00,Retention,99,1,191,0.29,-0.03,0.396,0.005,Desktop,3,3810.09,1.21,0,0.0,0.36,0.37,0.49,-1.0,0.37
C477,CMP12,In-Store,TP2296,2024-04-05 06:35:00,Consideration,845,5,98,0.4,0.34,0.113,0.247,Mobile,7,1719.59,4.49,0,0.0,0.15,0.79,0.36,-1.0,0.97
C278,CMP15,Mobile,TP2297,2024-03-25 10:43:00,Retention,1068,8,8,0.63,0.62,0.215,0.21,Tablet,6,905.27,6.37,1,69.04,0.3,0.41,0.68,18.96,0.88
C196,CMP08,Email,TP2298,2024-03-14 12:28:00,Consideration,1113,5,55,0.8,0.16,0.174,0.004,Mobile,10,2564.26,7.99,1,58.43,0.1,0.78,0.63,80.55,0.62
C404,CMP04,Email,TP2299,2024-05-13 17:47:00,Awareness,475,1,134,0.35,-0.88,0.356,0.784,Desktop,7,1848.33,8.2,0,0.0,0.18,0.69,0.56,-1.0,0.19
C352,CMP15,Email,TP2300,2024-03-05 07:45:00,Conversion,1055,0,129,0.47,-0.06,0.876,0.077,Tablet,4,1405.67,9.93,0,0.0,0.13,0.52,0.28,-1.0,0.88
C484,CMP17,Mobile,TP2301,2024-05-08 23:39:00,Awareness,48,2,56,0.79,-0.74,0.438,0.449,Desktop,9,4869.76,1.33,0,0.0,0.04,0.74,0.16,-1.0,0.31
C242,CMP13,Web,TP2302,2024-04-26 05:15:00,Retention,590,10,104,0.23,0.43,0.567,0.418,Desktop,6,2560.55,5.18,1,464.52,0.3,0.88,0.78,51.36,0.55
C324,CMP18,In-Store,TP2303,2024-04-29 03:11:00,Conversion,1131,4,114,0.22,0.36,0.179,0.181,Desktop,3,4296.74,5.45,0,0.0,0.94,0.79,0.99,-1.0,0.91
C219,CMP02,Email,TP2304,2024-05-14 02:43:00,Retention,501,6,88,0.59,0.99,0.493,0.967,Mobile,0,1057.06,8.14,0,0.0,0.95,0.69,0.17,-1.0,0.33
C192,CMP13,Mobile,TP2305,2024-05-03 04:05:00,Retention,57,9,138,0.44,0.26,0.874,0.604,Desktop,2,4703.27,3.03,1,437.95,0.85,0.7,0.08,21.18,0.91
C017,CMP13,Web,TP2306,2024-03-19 17:15:00,Awareness,589,9,108,0.95,0.6,0.773,0.814,Mobile,9,3992.71,1.16,0,0.0,0.01,0.16,0.75,-1.0,0.24
C012,CMP15,In-Store,TP2307,2024-05-26 10:36:00,Retention,637,2,23,0.36,-0.46,0.081,0.496,Desktop,8,4062.59,3.48,1,309.09,0.03,0.95,0.34,87.19,0.93
C406,CMP10,Mobile,TP2308,2024-05-12 02:07:00,Awareness,487,8,144,0.76,-0.32,0.862,0.723,Desktop,10,2009.85,9.85,0,0.0,0.01,0.21,0.21,-1.0,0.36
C401,CMP03,In-Store,TP2309,2024-04-07 03:11:00,Retention,974,9,101,0.58,0.83,0.274,0.97,Tablet,3,2479.62,9.04,1,308.03,0.37,0.35,0.53,49.72,0.37
C394,CMP19,Email,TP2310,2024-04-13 20:15:00,Consideration,1013,3,144,0.05,0.51,0.666,0.348,Desktop,4,3007.44,4.25,0,0.0,0.98,0.52,0.68,-1.0,0.55
C374,CMP03,Web,TP2311,2024-05-02 09:53:00,Conversion,897,9,56,0.08,0.31,0.146,0.504,Tablet,2,3969.85,8.82,0,0.0,0.9,0.13,0.21,-1.0,0.35
C193,CMP14,Mobile,TP2312,2024-05-17 12:40:00,Awareness,1045,1,108,0.2,-0.49,0.675,0.515,Tablet,10,4260.38,0.81,1,369.27,0.25,0.59,0.99,10.06,0.45
C022,CMP08,Web,TP2313,2024-05-10 11:36:00,Awareness,58,2,95,0.14,0.4,0.036,0.992,Mobile,5,482.42,3.48,0,0.0,0.41,0.18,0.33,-1.0,0.5
C474,CMP04,Email,TP2314,2024-06-22 03:01:00,Conversion,698,4,6,0.33,0.77,0.601,0.233,Tablet,3,4529.91,7.4,1,237.96,0.82,0.92,0.31,96.22,0.49
C120,CMP11,Web,TP2315,2024-06-07 11:02:00,Awareness,855,2,30,0.58,-0.54,0.646,0.675,Tablet,4,4693.73,2.6,0,0.0,0.76,0.89,0.42,-1.0,0.96
C210,CMP11,Web,TP2316,2024-05-07 05:11:00,Conversion,845,4,191,0.6,0.41,0.244,0.138,Desktop,10,3005.15,2.38,1,101.83,0.13,0.54,0.75,28.21,0.28
C306,CMP11,Social,TP2317,2024-05-22 09:00:00,Consideration,308,3,129,0.59,-0.21,0.937,0.927,Desktop,6,1015.08,8.69,0,0.0,0.11,0.45,0.87,-1.0,0.28
C270,CMP02,Web,TP2318,2024-03-17 15:08:00,Retention,312,10,51,0.12,-0.76,0.046,0.59,Mobile,6,4110.23,6.35,1,59.39,0.54,0.1,0.32,71.97,0.84
C192,CMP17,In-Store,TP2319,2024-06-29 20:08:00,Consideration,1032,9,106,0.6,0.53,0.892,0.859,Tablet,8,2788.08,9.9,1,196.15,0.1,0.82,0.12,21.87,0.39
C175,CMP09,Mobile,TP2320,2024-04-28 22:08:00,Retention,334,2,89,0.41,-0.67,0.382,0.895,Tablet,1,4104.26,1.78,0,0.0,0.83,0.38,0.26,-1.0,0.07
C285,CMP02,Social,TP2321,2024-03-12 22:40:00,Conversion,723,5,127,0.9,-0.49,0.714,0.557,Mobile,3,4092.56,3.88,0,0.0,0.25,0.25,0.08,-1.0,0.48
C204,CMP15,Mobile,TP2322,2024-03-15 01:10:00,Consideration,138,7,46,0.91,0.57,0.652,0.682,Desktop,7,524.97,3.46,1,410.59,0.19,1.0,0.63,68.5,0.55
C164,CMP16,Mobile,TP2323,2024-03-11 07:54:00,Retention,353,3,121,0.77,0.48,0.168,0.699,Tablet,3,3074.4,8.86,1,328.16,0.19,0.67,0.74,24.31,0.62
C251,CMP04,Email,TP2324,2024-06-04 05:52:00,Conversion,487,8,149,0.7,-0.49,0.319,0.46,Mobile,2,2467.41,2.93,1,424.41,0.05,0.07,0.43,93.95,0.24
C227,CMP08,Email,TP2325,2024-03-20 06:34:00,Retention,511,5,99,0.11,0.88,0.53,0.435,Desktop,9,4735.99,3.86,0,0.0,0.64,0.8,0.95,-1.0,0.97
C436,CMP09,Social,TP2326,2024-05-11 17:48:00,Awareness,951,4,166,0.08,-0.57,0.847,0.186,Mobile,5,1553.54,1.86,1,463.9,0.16,0.75,0.73,34.66,0.74
C381,CMP05,Email,TP2327,2024-06-15 01:56:00,Awareness,549,2,69,0.84,0.99,0.955,0.384,Mobile,2,1109.4,7.87,1,89.66,0.23,0.4,0.38,68.91,0.72
C460,CMP16,Email,TP2328,2024-06-25 23:18:00,Conversion,1106,4,63,0.43,0.48,0.021,0.991,Tablet,1,4495.73,2.76,1,430.02,0.75,0.12,0.1,32.54,0.87
C007,CMP13,Email,TP2329,2024-05-10 17:39:00,Retention,420,4,50,0.45,-0.21,0.353,0.27,Desktop,8,828.71,1.15,0,0.0,0.06,0.5,0.49,-1.0,0.03
C029,CMP07,Mobile,TP2330,2024-03-14 06:59:00,Awareness,800,3,12,0.85,-0.74,0.668,0.762,Tablet,2,3463.95,4.63,0,0.0,0.2,0.76,0.5,-1.0,0.61
C395,CMP17,Social,TP2331,2024-06-25 03:16:00,Consideration,942,5,69,0.62,-0.36,0.528,0.059,Tablet,0,1570.1,4.22,0,0.0,0.15,0.08,0.55,-1.0,0.82
C033,CMP03,Mobile,TP2332,2024-04-06 11:08:00,Retention,115,2,73,0.18,-0.61,0.943,0.467,Desktop,8,2882.44,2.19,1,159.49,0.0,0.16,0.68,43.47,0.03
C134,CMP05,In-Store,TP2333,2024-04-27 19:44:00,Retention,587,9,44,0.21,0.24,0.017,0.058,Desktop,4,3119.48,1.77,1,314.99,0.54,0.62,0.26,91.34,0.76
C367,CMP19,Mobile,TP2334,2024-06-29 17:19:00,Awareness,887,0,52,0.01,-0.29,0.438,0.476,Desktop,6,2145.11,9.02,0,0.0,0.19,0.56,0.0,-1.0,0.99
C079,CMP12,In-Store,TP2335,2024-06-13 03:52:00,Awareness,695,6,9,0.71,-0.41,0.669,0.028,Tablet,1,4877.33,1.14,0,0.0,0.63,0.91,0.81,-1.0,0.59
C416,CMP07,Web,TP2336,2024-03-27 07:31:00,Conversion,1183,6,193,0.49,0.51,0.218,0.613,Desktop,0,745.98,1.44,0,0.0,0.5,0.81,0.82,-1.0,0.42
C435,CMP09,Web,TP2337,2024-03-01 16:56:00,Retention,872,3,118,0.95,-0.54,0.726,0.587,Desktop,5,2017.86,2.83,0,0.0,0.67,0.92,0.91,-1.0,0.45
C459,CMP06,In-Store,TP2338,2024-03-09 19:44:00,Consideration,1134,8,10,0.71,0.17,0.081,0.798,Desktop,4,2208.94,9.55,1,285.78,0.98,0.47,0.97,24.9,0.68
C058,CMP17,In-Store,TP2339,2024-06-04 01:31:00,Awareness,324,1,46,0.1,-0.61,0.451,0.583,Mobile,9,3192.13,1.31,0,0.0,0.22,0.79,0.16,-1.0,0.57
C471,CMP16,Mobile,TP2340,2024-04-14 08:29:00,Retention,298,0,103,0.16,0.43,0.676,0.926,Desktop,5,2095.57,8.25,0,0.0,0.67,0.05,0.35,-1.0,0.79
C026,CMP03,In-Store,TP2341,2024-05-23 05:59:00,Awareness,674,2,186,0.5,0.25,0.267,0.783,Tablet,1,575.48,8.97,1,228.1,0.83,0.29,0.85,45.67,0.42
C482,CMP04,Social,TP2342,2024-03-01 04:34:00,Conversion,564,6,37,0.92,0.6,0.074,0.133,Mobile,6,4742.41,4.09,1,189.62,0.96,0.64,0.93,37.5,0.42
C430,CMP10,Web,TP2343,2024-04-05 00:13:00,Retention,117,8,52,0.25,-0.86,0.957,0.265,Tablet,0,2138.79,3.29,0,0.0,0.62,0.76,0.01,-1.0,0.75
C226,CMP05,Web,TP2344,2024-05-12 23:03:00,Retention,954,1,99,0.83,-0.58,0.914,0.026,Mobile,10,1779.1,6.94,0,0.0,0.13,0.57,0.39,-1.0,0.65
C285,CMP10,In-Store,TP2345,2024-06-22 13:24:00,Conversion,140,5,81,0.31,-0.69,0.926,0.386,Desktop,7,2288.94,7.18,0,0.0,0.05,0.48,0.11,-1.0,0.78
C004,CMP12,Email,TP2346,2024-05-07 09:34:00,Consideration,613,2,13,0.27,-0.62,0.979,0.51,Mobile,6,1161.32,7.91,0,0.0,0.28,0.23,0.79,-1.0,0.89
C465,CMP10,Email,TP2347,2024-06-27 06:41:00,Awareness,798,4,134,0.9,-0.79,0.185,0.946,Tablet,6,591.09,8.39,1,202.78,0.93,0.17,0.75,72.95,0.26
C099,CMP13,In-Store,TP2348,2024-03-13 03:49:00,Conversion,267,8,186,0.05,0.12,0.158,0.522,Mobile,5,828.03,3.05,0,0.0,0.54,0.88,0.75,-1.0,0.32
C397,CMP11,Social,TP2349,2024-04-12 03:55:00,Retention,363,2,101,0.66,0.19,0.034,0.781,Desktop,9,916.61,7.03,0,0.0,0.58,0.14,0.39,-1.0,0.53
C489,CMP16,Email,TP2350,2024-03-14 17:07:00,Conversion,135,0,128,0.04,0.69,0.892,0.268,Desktop,4,1068.6,1.78,0,0.0,0.61,0.44,0.41,-1.0,0.93
C039,CMP08,In-Store,TP2351,2024-06-04 09:36:00,Retention,411,4,48,0.8,-0.16,0.753,0.153,Tablet,8,2157.81,5.35,0,0.0,0.33,0.89,0.26,-1.0,0.83
C271,CMP08,Social,TP2352,2024-05-26 06:11:00,Conversion,718,0,160,0.83,0.06,0.633,0.811,Mobile,2,3157.11,6.32,1,199.88,0.18,0.15,0.36,31.07,0.47
C375,CMP08,Social,TP2353,2024-03-25 02:25:00,Consideration,290,7,11,0.89,0.98,0.928,0.247,Tablet,8,3181.55,2.04,0,0.0,0.95,0.13,0.98,-1.0,0.57
C285,CMP13,Mobile,TP2354,2024-03-04 09:35:00,Retention,684,6,81,0.19,0.06,0.575,0.871,Tablet,4,100.48,1.23,1,125.66,0.76,0.69,0.05,68.99,0.71
C157,CMP02,Social,TP2355,2024-05-18 09:20:00,Conversion,849,10,5,0.12,0.15,0.13,0.17,Tablet,7,4612.69,2.35,0,0.0,0.51,0.33,0.32,-1.0,0.52
C075,CMP12,Email,TP2356,2024-06-26 15:46:00,Consideration,738,1,6,0.5,0.99,0.177,0.852,Desktop,10,4131.95,4.5,0,0.0,0.38,0.44,0.79,-1.0,0.1
C372,CMP10,Email,TP2357,2024-03-19 19:50:00,Consideration,505,10,117,0.27,0.99,0.132,0.773,Mobile,2,4823.3,8.93,0,0.0,0.48,0.63,0.38,-1.0,0.35
C288,CMP12,In-Store,TP2358,2024-03-18 11:56:00,Awareness,936,8,149,0.61,-0.15,0.308,0.611,Desktop,6,1863.93,5.55,1,279.72,0.03,0.38,0.95,73.33,0.05
C130,CMP11,In-Store,TP2359,2024-03-16 00:47:00,Retention,584,4,42,0.51,0.27,0.379,0.85,Desktop,9,3357.52,7.61,1,101.31,0.25,0.8,0.33,10.1,0.67
C175,CMP15,Social,TP2360,2024-03-02 23:14:00,Awareness,692,6,81,0.14,-0.04,0.797,0.331,Desktop,3,923.3,2.15,0,0.0,0.25,0.97,0.85,-1.0,0.34
C462,CMP16,Web,TP2361,2024-06-11 00:04:00,Consideration,604,3,155,0.74,0.44,0.191,0.166,Mobile,4,4103.46,1.51,1,279.48,0.45,0.93,0.82,52.91,0.74
C084,CMP17,Mobile,TP2362,2024-06-14 21:52:00,Awareness,671,0,3,0.8,0.88,0.725,0.157,Desktop,3,890.7,2.78,1,457.67,0.24,0.55,0.01,21.94,0.43
C022,CMP02,Web,TP2363,2024-06-08 13:12:00,Awareness,492,7,60,0.96,-0.38,0.491,0.27,Desktop,8,1697.33,3.48,0,0.0,0.19,0.35,0.4,-1.0,0.05
C459,CMP18,Social,TP2364,2024-05-04 15:54:00,Conversion,884,0,194,0.4,0.64,1.0,0.446,Desktop,6,2505.09,5.71,1,207.22,0.77,0.43,0.28,30.36,0.38
C027,CMP12,Social,TP2365,2024-06-13 21:31:00,Awareness,614,2,93,0.34,0.31,0.777,0.876,Mobile,5,3013.21,8.87,1,377.32,0.89,0.33,0.48,71.2,0.22
C195,CMP19,Web,TP2366,2024-05-19 18:14:00,Consideration,972,5,49,0.19,-0.44,0.969,0.09,Mobile,5,2842.2,4.55,1,418.53,0.07,0.44,0.46,10.84,0.21
